pair_ID	entailment_judgment	relatedness_score
4976	NEUTRAL	1.48176375
4979	NEUTRAL	1.12870596
4980	NEUTRAL	1.12117134
4984	CONTRADICTION	4.44127261
4986	NEUTRAL	1.69782042
4987	NEUTRAL	2.57880833
4988	NEUTRAL	1.01817984
4993	NEUTRAL	4.64344602
4994	ENTAILMENT	4.07987699
4995	NEUTRAL	1.40751278
4999	NEUTRAL	4.50150509
5001	NEUTRAL	4.37700982
5004	NEUTRAL	3.97595408
5006	NEUTRAL	4.28460546
5008	ENTAILMENT	4.66567303
5009	CONTRADICTION	3.80431217
5013	CONTRADICTION	3.18496276
5016	ENTAILMENT	3.57145198
5019	NEUTRAL	3.47122472
5020	NEUTRAL	4.29494283
5021	NEUTRAL	3.91884929
5028	ENTAILMENT	4.75329185
5029	CONTRADICTION	4.02792907
5034	CONTRADICTION	3.57806639
5035	NEUTRAL	4.50846623
5036	NEUTRAL	4.75251744
5038	NEUTRAL	4.659773
5041	NEUTRAL	4.7672818
5042	CONTRADICTION	3.63731332
5043	NEUTRAL	3.5874465
5044	CONTRADICTION	3.04295588
5054	ENTAILMENT	3.50221639
5055	NEUTRAL	1.47244971
5057	ENTAILMENT	4.52601795
5059	ENTAILMENT	4.66500615
5061	ENTAILMENT	4.7022441
5062	CONTRADICTION	3.71240367
5063	ENTAILMENT	4.37396186
5065	ENTAILMENT	4.63574369
5066	NEUTRAL	4.75945938
5067	CONTRADICTION	4.14577204
5068	NEUTRAL	4.43950747
5069	CONTRADICTION	3.61937082
5070	NEUTRAL	1.07961996
5071	NEUTRAL	1.02247814
5075	NEUTRAL	4.53036398
5076	CONTRADICTION	3.82941439
5077	NEUTRAL	4.77878239
5084	NEUTRAL	4.42696522
5087	NEUTRAL	4.34158844
5088	NEUTRAL	3.26282546
5090	NEUTRAL	3.58498619
5093	ENTAILMENT	4.57080639
5094	CONTRADICTION	4.1279799
5095	NEUTRAL	3.88445506
5098	NEUTRAL	1.12965264
5099	NEUTRAL	1.24796156
5101	NEUTRAL	1.12235117
5103	NEUTRAL	4.36737231
5104	ENTAILMENT	4.52785051
5106	ENTAILMENT	4.45657269
5108	ENTAILMENT	4.9312199
5111	NEUTRAL	4.76988238
5112	CONTRADICTION	4.19847469
5118	NEUTRAL	1.2693813
5120	NEUTRAL	4.67900471
5122	ENTAILMENT	4.87228353
5126	NEUTRAL	1.76037677
5128	NEUTRAL	1.32124678
5129	ENTAILMENT	4.77340798
5130	CONTRADICTION	4.11857764
5131	ENTAILMENT	4.44538733
5138	ENTAILMENT	4.53015875
5140	NEUTRAL	4.68848695
5143	NEUTRAL	1.6805122
5144	NEUTRAL	1.88774614
5146	NEUTRAL	1.63382328
5150	CONTRADICTION	3.74908842
5151	NEUTRAL	1.04635093
5152	NEUTRAL	1.12167396
5156	NEUTRAL	3.8453031
5157	CONTRADICTION	3.38314326
5158	ENTAILMENT	4.67635885
5159	CONTRADICTION	3.85892884
5162	NEUTRAL	1.28824229
5164	NEUTRAL	1.46643574
5165	NEUTRAL	4.25764952
5168	NEUTRAL	4.21224587
5170	NEUTRAL	1.33231033
5172	NEUTRAL	1.24261139
5173	NEUTRAL	1.3912766
5174	ENTAILMENT	4.8179875
5179	CONTRADICTION	3.70174295
5180	NEUTRAL	4.14225825
5181	CONTRADICTION	3.71297901
5182	ENTAILMENT	4.17294675
5183	NEUTRAL	4.12610181
5184	NEUTRAL	4.24016547
5185	NEUTRAL	4.18433193
5188	NEUTRAL	1.09853915
5190	NEUTRAL	1.07756039
5192	NEUTRAL	3.72442497
5193	CONTRADICTION	2.84557809
5194	CONTRADICTION	4.23608323
5196	CONTRADICTION	3.30835091
5200	NEUTRAL	3.17570594
5202	NEUTRAL	4.25049201
5205	NEUTRAL	3.81037954
5207	ENTAILMENT	4.42259926
5209	NEUTRAL	3.63478681
5210	ENTAILMENT	4.48645971
5211	CONTRADICTION	3.80502556
5213	CONTRADICTION	3.88397397
5214	NEUTRAL	1.69557604
5217	NEUTRAL	2.16017958
5218	NEUTRAL	2.67936547
5221	NEUTRAL	4.21925401
5222	NEUTRAL	4.41541566
5224	NEUTRAL	3.90511724
5228	NEUTRAL	3.58347181
5229	CONTRADICTION	2.39228037
5230	NEUTRAL	4.27652171
5233	CONTRADICTION	2.32583349
5235	CONTRADICTION	2.33639725
5237	ENTAILMENT	4.2494127
5240	NEUTRAL	4.28931668
5241	NEUTRAL	3.38113573
5243	NEUTRAL	3.29853303
5245	NEUTRAL	3.30804233
5250	NEUTRAL	1.85643592
5252	NEUTRAL	3.00991509
5255	ENTAILMENT	4.89511024
5257	ENTAILMENT	4.82125324
5259	ENTAILMENT	4.64570258
5265	CONTRADICTION	3.32372851
5266	NEUTRAL	3.99839469
5268	NEUTRAL	4.02735103
5270	NEUTRAL	3.45446046
5271	CONTRADICTION	3.54847566
5272	CONTRADICTION	4.00917451
5273	NEUTRAL	4.22843947
5274	NEUTRAL	3.51666847
5275	NEUTRAL	4.54228414
5279	NEUTRAL	4.32338363
5280	NEUTRAL	3.21316043
5281	NEUTRAL	3.58092044
5283	CONTRADICTION	4.37078299
5284	ENTAILMENT	4.87423347
5285	CONTRADICTION	4.15028959
5286	ENTAILMENT	4.78057607
5287	CONTRADICTION	4.10693408
5289	CONTRADICTION	3.89819154
5290	ENTAILMENT	4.84117989
5292	NEUTRAL	3.51639705
5293	ENTAILMENT	4.49154226
5295	NEUTRAL	1.34224991
5297	NEUTRAL	1.32721978
5299	NEUTRAL	1.04580094
5300	ENTAILMENT	4.17209581
5301	CONTRADICTION	3.82976087
5302	ENTAILMENT	4.89307539
5305	NEUTRAL	3.89716391
5307	CONTRADICTION	3.68010826
5308	NEUTRAL	4.53003054
5309	NEUTRAL	4.44785405
5312	NEUTRAL	4.45012513
5315	ENTAILMENT	4.55842901
5316	CONTRADICTION	3.78014555
5320	NEUTRAL	3.62250368
5322	ENTAILMENT	4.61388974
5323	NEUTRAL	3.16631721
5326	NEUTRAL	3.9888374
5328	NEUTRAL	3.86037088
5330	ENTAILMENT	4.3690213
5331	NEUTRAL	4.54890839
5332	NEUTRAL	4.28683151
5336	NEUTRAL	3.90967663
5337	CONTRADICTION	3.79902045
5339	CONTRADICTION	3.87081135
5343	NEUTRAL	2.75490934
5344	NEUTRAL	3.16278226
5353	NEUTRAL	4.68120443
5354	ENTAILMENT	4.91079027
5355	CONTRADICTION	4.19599887
5360	ENTAILMENT	4.85226928
5364	CONTRADICTION	4.2011961
5365	NEUTRAL	4.53830501
5366	CONTRADICTION	3.84179768
5367	NEUTRAL	2.39521045
5368	NEUTRAL	1.32559983
5371	NEUTRAL	2.11790313
5375	CONTRADICTION	4.11665058
5381	NEUTRAL	4.71135204
5382	NEUTRAL	4.12427983
5386	NEUTRAL	3.47429556
5388	NEUTRAL	3.54429917
5390	ENTAILMENT	4.21034809
5392	CONTRADICTION	3.83187643
5394	NEUTRAL	4.33481212
5396	ENTAILMENT	4.434922
5400	NEUTRAL	4.12768706
5402	CONTRADICTION	3.83222907
5403	ENTAILMENT	4.07536215
5408	NEUTRAL	4.15505175
5410	ENTAILMENT	4.68139785
5412	ENTAILMENT	3.92207098
5413	CONTRADICTION	3.46396754
5416	NEUTRAL	3.86812611
5417	ENTAILMENT	4.95114999
5418	ENTAILMENT	4.36531261
5421	NEUTRAL	1.06450088
5422	CONTRADICTION	1.03503417
5424	NEUTRAL	1.22404139
5425	NEUTRAL	1.04667908
5428	ENTAILMENT	4.7211815
5430	ENTAILMENT	4.65118773
5431	CONTRADICTION	3.73462428
5433	CONTRADICTION	4.10022665
5438	CONTRADICTION	4.21790991
5441	NEUTRAL	3.89020252
5442	NEUTRAL	4.10956222
5444	ENTAILMENT	4.69006949
5445	NEUTRAL	3.64947341
5448	NEUTRAL	4.63484156
5450	ENTAILMENT	4.89362465
5451	CONTRADICTION	3.33303824
5452	NEUTRAL	4.4665183
5453	NEUTRAL	4.57060387
5465	CONTRADICTION	3.90810097
5469	CONTRADICTION	3.77924318
5470	NEUTRAL	4.67839099
5472	CONTRADICTION	3.75561867
5473	ENTAILMENT	4.58167185
5475	NEUTRAL	2.47107252
5479	NEUTRAL	1.35514
5481	NEUTRAL	4.33343455
5482	ENTAILMENT	4.46455605
5484	ENTAILMENT	4.58430245
5485	ENTAILMENT	4.5439757
5486	NEUTRAL	3.44205478
5488	NEUTRAL	3.88654059
5490	CONTRADICTION	3.69376329
5493	NEUTRAL	4.21716158
5494	NEUTRAL	2.67813211
5499	NEUTRAL	3.45793659
5506	NEUTRAL	1.05389614
5508	CONTRADICTION	3.73593565
5509	NEUTRAL	4.67031855
5511	ENTAILMENT	4.47251135
5515	NEUTRAL	4.29488451
5516	NEUTRAL	4.34472942
5517	NEUTRAL	3.81900148
5519	NEUTRAL	4.40798156
5524	NEUTRAL	3.58798198
5527	NEUTRAL	4.37281955
5528	CONTRADICTION	3.94185096
5529	NEUTRAL	4.24462765
5536	NEUTRAL	4.01286966
5539	NEUTRAL	3.67614611
5541	CONTRADICTION	2.91648347
5542	CONTRADICTION	4.03478169
5543	ENTAILMENT	4.72123662
5544	CONTRADICTION	3.74091903
5547	NEUTRAL	1.92605934
5550	CONTRADICTION	2.08527724
5551	NEUTRAL	3.27801209
5557	NEUTRAL	1.14470811
5559	NEUTRAL	3.02256242
5562	CONTRADICTION	3.78579237
5564	ENTAILMENT	4.44085009
5566	CONTRADICTION	4.05756164
5567	ENTAILMENT	4.19472639
5570	NEUTRAL	4.62210786
5571	CONTRADICTION	4.00604362
5572	ENTAILMENT	4.76080126
5573	ENTAILMENT	4.32304305
5574	NEUTRAL	2.24929212
5576	NEUTRAL	3.34605198
5577	NEUTRAL	3.59718122
5578	NEUTRAL	3.16277857
5579	ENTAILMENT	4.75045823
5581	NEUTRAL	4.25583787
5583	NEUTRAL	4.16350463
5585	NEUTRAL	3.96061783
5589	NEUTRAL	4.37270783
5590	NEUTRAL	4.55615031
5592	NEUTRAL	4.31813251
5594	NEUTRAL	4.26375774
5596	NEUTRAL	4.3960272
5597	ENTAILMENT	4.09206636
5598	CONTRADICTION	4.07162984
5599	NEUTRAL	3.83171008
5600	CONTRADICTION	2.69430085
5601	NEUTRAL	3.57533785
5605	NEUTRAL	2.69259883
5606	NEUTRAL	4.56617466
5611	NEUTRAL	1.08732426
5616	CONTRADICTION	3.81604728
5622	CONTRADICTION	3.76383777
5625	NEUTRAL	4.0789911
5626	NEUTRAL	4.41462107
5628	NEUTRAL	4.00016081
5629	CONTRADICTION	2.91925188
5630	NEUTRAL	4.41666157
5631	NEUTRAL	3.10842644
5635	ENTAILMENT	4.70404566
5636	CONTRADICTION	4.33348845
5638	CONTRADICTION	3.96058116
5639	NEUTRAL	4.79665697
5644	NEUTRAL	4.40708287
5648	ENTAILMENT	4.77497773
5649	CONTRADICTION	4.05666394
5650	NEUTRAL	4.14776899
5652	CONTRADICTION	4.07790613
5654	CONTRADICTION	3.94293003
5655	NEUTRAL	1.78685889
5658	CONTRADICTION	3.16485377
5660	ENTAILMENT	4.60925456
5661	NEUTRAL	4.59678269
5662	ENTAILMENT	4.16323148
5665	NEUTRAL	4.120345
5666	NEUTRAL	4.25023288
5667	NEUTRAL	4.11349164
5669	NEUTRAL	4.47041007
5670	NEUTRAL	4.13347292
5672	NEUTRAL	4.48663738
5673	ENTAILMENT	4.6336808
5674	NEUTRAL	4.46404125
5681	CONTRADICTION	3.57544932
5682	NEUTRAL	4.59079751
5684	NEUTRAL	4.31532522
5685	NEUTRAL	3.28856109
5686	NEUTRAL	4.3144125
5688	CONTRADICTION	4.08784116
5689	ENTAILMENT	4.80528899
5690	CONTRADICTION	3.80953475
5692	NEUTRAL	1.60837913
5699	CONTRADICTION	4.1819164
5700	ENTAILMENT	4.20722311
5702	NEUTRAL	4.68010371
5703	CONTRADICTION	3.69226564
5704	ENTAILMENT	4.44793599
5705	ENTAILMENT	4.6337278
5707	ENTAILMENT	4.3966675
5708	CONTRADICTION	4.07107271
5709	ENTAILMENT	4.40845305
5711	ENTAILMENT	4.39085679
5713	NEUTRAL	4.39031369
5714	NEUTRAL	4.49420879
5715	CONTRADICTION	3.98011753
5716	ENTAILMENT	4.61094858
5719	NEUTRAL	4.4455399
5720	NEUTRAL	4.29251352
5721	CONTRADICTION	3.3515103
5723	ENTAILMENT	4.65373097
5724	NEUTRAL	4.17955403
5726	ENTAILMENT	3.88494697
5727	NEUTRAL	4.87577443
5729	ENTAILMENT	4.6869642
5730	NEUTRAL	3.95513958
5731	ENTAILMENT	4.75539806
5734	NEUTRAL	4.37699407
5735	NEUTRAL	2.59607607
5738	NEUTRAL	1.33196053
5743	ENTAILMENT	4.02741599
5746	CONTRADICTION	3.30177047
5748	NEUTRAL	1.32969363
5754	NEUTRAL	2.57257079
5757	CONTRADICTION	3.44015823
5759	NEUTRAL	3.42221303
5760	NEUTRAL	3.96363823
5763	ENTAILMENT	3.67680241
5766	NEUTRAL	2.20641634
5767	NEUTRAL	1.26816837
5769	NEUTRAL	1.28471694
5771	CONTRADICTION	3.66935945
5774	ENTAILMENT	4.17273562
5775	CONTRADICTION	3.52092026
5778	ENTAILMENT	4.57677336
5780	NEUTRAL	4.53547902
5782	ENTAILMENT	4.58072493
5783	NEUTRAL	3.4219448
5784	NEUTRAL	3.26231607
5785	NEUTRAL	2.07081347
5786	NEUTRAL	3.17724566
5789	NEUTRAL	3.75372631
5790	ENTAILMENT	4.84819369
5793	NEUTRAL	3.41303618
5795	NEUTRAL	3.67535816
5796	NEUTRAL	4.61660106
5798	CONTRADICTION	3.5964228
5800	CONTRADICTION	4.09554816
5802	CONTRADICTION	3.44918054
5803	NEUTRAL	4.37651323
5804	CONTRADICTION	3.58688027
5805	CONTRADICTION	4.30123832
5807	NEUTRAL	3.61134219
5808	ENTAILMENT	4.4738835
5809	NEUTRAL	4.38109132
5814	NEUTRAL	1.59120404
5817	NEUTRAL	4.52504519
5818	CONTRADICTION	3.97434471
5827	CONTRADICTION	4.08690113
5830	NEUTRAL	4.80501043
5831	NEUTRAL	4.14113588
5832	NEUTRAL	3.62779343
5833	NEUTRAL	4.01015342
5837	NEUTRAL	3.97926018
5838	NEUTRAL	1.3017749
5840	NEUTRAL	1.92045042
5843	ENTAILMENT	4.06852085
5844	ENTAILMENT	4.7533017
5849	ENTAILMENT	3.70543244
5854	CONTRADICTION	4.3829763
5856	CONTRADICTION	4.10802865
5858	NEUTRAL	4.36440113
5862	NEUTRAL	3.83120242
5863	NEUTRAL	4.17453151
5866	NEUTRAL	3.97441386
5868	NEUTRAL	3.92725566
5869	NEUTRAL	4.55039841
5870	CONTRADICTION	4.42688008
5871	ENTAILMENT	4.4951156
5873	NEUTRAL	4.40091928
5877	ENTAILMENT	4.48954507
5878	NEUTRAL	4.68908025
5880	NEUTRAL	4.70923452
5881	NEUTRAL	4.44939402
5884	NEUTRAL	4.34958312
5888	NEUTRAL	4.59053617
5889	NEUTRAL	4.37800349
5891	NEUTRAL	1.07944082
5892	NEUTRAL	2.55428698
5893	NEUTRAL	1.99979403
5896	NEUTRAL	4.6243216
5897	ENTAILMENT	4.74671387
5903	NEUTRAL	4.42004198
5908	NEUTRAL	3.74039217
5910	CONTRADICTION	3.12904949
5912	CONTRADICTION	2.93655703
5913	NEUTRAL	2.95356208
5915	NEUTRAL	3.25583676
5916	NEUTRAL	4.3910507
5917	CONTRADICTION	3.79049916
5921	NEUTRAL	1.04233576
5925	CONTRADICTION	4.65477805
5926	NEUTRAL	4.33544725
5927	NEUTRAL	3.3741495
5929	ENTAILMENT	3.83155234
5932	ENTAILMENT	4.66252714
5933	NEUTRAL	4.37839919
5934	ENTAILMENT	4.55325566
5935	CONTRADICTION	4.2051051
5939	NEUTRAL	3.43217414
5940	ENTAILMENT	4.41073078
5942	CONTRADICTION	3.90233406
5945	ENTAILMENT	4.23907755
5946	ENTAILMENT	3.47596251
5949	ENTAILMENT	3.22872923
5950	CONTRADICTION	3.5493613
5951	ENTAILMENT	3.24237048
5953	CONTRADICTION	3.66578783
5954	ENTAILMENT	4.78395919
5957	NEUTRAL	4.18818408
5958	ENTAILMENT	4.04418641
5959	CONTRADICTION	2.72922957
5961	NEUTRAL	4.59475744
5962	NEUTRAL	3.55620949
5963	NEUTRAL	4.50898792
5967	NEUTRAL	1.48282263
5969	NEUTRAL	2.76246846
5971	NEUTRAL	2.00708012
5972	NEUTRAL	4.7425642
5973	NEUTRAL	4.67741995
5974	NEUTRAL	4.40972824
5980	ENTAILMENT	4.15641061
5981	ENTAILMENT	4.01081562
5984	NEUTRAL	4.23139859
5985	NEUTRAL	4.7441406
5993	NEUTRAL	4.34225828
5994	ENTAILMENT	4.5244797
5995	CONTRADICTION	3.7298038
5997	NEUTRAL	4.73826493
5998	NEUTRAL	4.44140353
5999	NEUTRAL	4.24966444
6002	NEUTRAL	4.43760478
6003	NEUTRAL	4.83774977
6004	CONTRADICTION	4.30497801
6008	NEUTRAL	3.56300846
6009	NEUTRAL	3.04371652
6010	NEUTRAL	3.76003582
6011	CONTRADICTION	3.03779261
6012	NEUTRAL	4.0689889
6013	NEUTRAL	3.58291812
6016	ENTAILMENT	4.34547431
6018	NEUTRAL	3.36779594
6019	ENTAILMENT	4.44146603
6021	ENTAILMENT	4.58120577
6023	ENTAILMENT	4.31795041
6024	ENTAILMENT	4.53157224
6025	ENTAILMENT	4.66262114
6026	CONTRADICTION	4.00618906
6031	NEUTRAL	4.24455924
6033	NEUTRAL	3.97923262
6034	ENTAILMENT	4.74173983
6036	NEUTRAL	4.69979485
6039	ENTAILMENT	4.27020875
6040	NEUTRAL	2.9118211
6043	CONTRADICTION	3.68944014
6046	NEUTRAL	3.8100498
6048	NEUTRAL	4.0463785
6049	NEUTRAL	2.4950403
6055	ENTAILMENT	4.61423327
6057	CONTRADICTION	4.3596055
6058	NEUTRAL	3.42427273
6059	NEUTRAL	3.05618765
6062	NEUTRAL	4.12081722
6063	NEUTRAL	4.63285421
6064	CONTRADICTION	4.22348635
6066	ENTAILMENT	4.51938361
6067	NEUTRAL	4.26078163
6069	NEUTRAL	3.43766937
6070	NEUTRAL	3.6756382
6071	NEUTRAL	3.10850961
6073	NEUTRAL	3.59588019
6074	NEUTRAL	4.20084839
6076	ENTAILMENT	4.73894165
6079	CONTRADICTION	3.72091339
6081	NEUTRAL	3.74203255
6087	NEUTRAL	4.46503
6089	ENTAILMENT	4.59686931
6090	NEUTRAL	4.01353851
6091	ENTAILMENT	4.53721217
6094	ENTAILMENT	4.72322225
6097	CONTRADICTION	3.83271138
6100	NEUTRAL	4.34468488
6102	NEUTRAL	4.16745078
6107	NEUTRAL	3.9006489
6110	NEUTRAL	3.96068575
6111	NEUTRAL	3.47293818
6113	NEUTRAL	4.08270619
6114	NEUTRAL	4.49582751
6115	NEUTRAL	4.4104372
6116	NEUTRAL	4.8138595
6118	NEUTRAL	4.86451033
6121	CONTRADICTION	3.89793168
6124	CONTRADICTION	3.88259419
6125	NEUTRAL	4.67364655
6126	CONTRADICTION	4.5094855
6129	CONTRADICTION	4.66264525
6130	NEUTRAL	3.91755121
6132	ENTAILMENT	4.53382019
6134	NEUTRAL	3.65853066
6138	CONTRADICTION	2.2513587
6139	NEUTRAL	2.13751381
6140	NEUTRAL	2.34968795
6141	NEUTRAL	3.05988181
6142	NEUTRAL	2.21075241
6143	NEUTRAL	4.41909531
6148	CONTRADICTION	3.12164443
6149	ENTAILMENT	3.76355946
6151	ENTAILMENT	3.91781452
6156	NEUTRAL	1.86730962
6162	NEUTRAL	3.83319887
6163	ENTAILMENT	4.68762788
6165	NEUTRAL	4.38738459
6166	NEUTRAL	4.05716447
6167	NEUTRAL	4.20761217
6168	NEUTRAL	3.90789008
6172	ENTAILMENT	4.02116554
6173	ENTAILMENT	4.91103536
6177	NEUTRAL	3.51066188
6181	ENTAILMENT	4.30982555
6182	NEUTRAL	3.15069255
6184	ENTAILMENT	4.61864747
6189	NEUTRAL	4.00691377
6190	NEUTRAL	4.01861368
6192	ENTAILMENT	3.68967416
6196	ENTAILMENT	3.88143294
6201	ENTAILMENT	4.72762931
6204	ENTAILMENT	4.74292693
6207	CONTRADICTION	2.9308749
6210	NEUTRAL	4.07474153
6216	ENTAILMENT	4.36516767
6217	NEUTRAL	3.59606622
6220	ENTAILMENT	4.40245065
6221	ENTAILMENT	4.24167911
6222	ENTAILMENT	4.22176625
6223	ENTAILMENT	4.35474368
6226	NEUTRAL	3.69688729
6227	NEUTRAL	3.73111099
6229	NEUTRAL	3.72956018
6230	ENTAILMENT	4.63721304
6235	NEUTRAL	3.13038866
6237	NEUTRAL	2.38460781
6238	NEUTRAL	2.88026159
6240	NEUTRAL	3.98093574
6244	NEUTRAL	3.57014062
6245	NEUTRAL	3.49107631
6247	NEUTRAL	3.39856195
6251	ENTAILMENT	4.27429935
6252	ENTAILMENT	4.51242788
6254	NEUTRAL	4.15384817
6255	ENTAILMENT	4.18200474
6256	ENTAILMENT	4.56709844
6257	CONTRADICTION	3.78663077
6260	CONTRADICTION	4.10111673
6261	ENTAILMENT	4.68252859
6262	NEUTRAL	4.29937179
6264	NEUTRAL	4.43342116
6265	ENTAILMENT	4.44822661
6268	NEUTRAL	4.09839261
6269	NEUTRAL	3.60477798
6270	NEUTRAL	4.52498121
6271	NEUTRAL	4.23991914
6273	NEUTRAL	2.59958641
6274	NEUTRAL	2.36936778
6275	CONTRADICTION	2.89009831
6276	NEUTRAL	3.66271772
6277	ENTAILMENT	4.73685144
6279	ENTAILMENT	4.48529279
6281	CONTRADICTION	4.12286979
6282	NEUTRAL	4.64442296
6283	NEUTRAL	4.32294831
6284	NEUTRAL	4.50557773
6285	NEUTRAL	4.25891486
6289	NEUTRAL	4.39367245
6294	NEUTRAL	3.45091984
6296	NEUTRAL	3.64965674
6298	NEUTRAL	3.44776509
6303	NEUTRAL	3.36717286
6304	NEUTRAL	2.13249561
6312	NEUTRAL	2.83207367
6314	NEUTRAL	3.28389835
6320	NEUTRAL	3.49051475
6322	NEUTRAL	3.47609343
6323	NEUTRAL	4.02090297
6324	NEUTRAL	4.56402932
6325	NEUTRAL	3.64988165
6328	ENTAILMENT	4.46748195
6329	NEUTRAL	4.40280279
6331	NEUTRAL	4.14851191
6332	NEUTRAL	3.05704869
6339	CONTRADICTION	4.3806843
6340	ENTAILMENT	4.4743508
6341	CONTRADICTION	3.7324477
6343	CONTRADICTION	3.50053246
6351	NEUTRAL	3.89869699
6352	NEUTRAL	4.4047168
6354	NEUTRAL	4.5434417
6355	NEUTRAL	4.24144238
6356	NEUTRAL	3.60208167
6361	NEUTRAL	2.99306569
6364	ENTAILMENT	4.47344252
6365	ENTAILMENT	4.29030445
6367	CONTRADICTION	4.25272618
6369	NEUTRAL	3.41005639
6371	NEUTRAL	3.63061598
6374	NEUTRAL	3.97349081
6376	NEUTRAL	3.37669151
6378	CONTRADICTION	3.71253188
6379	ENTAILMENT	4.49730991
6380	NEUTRAL	3.72563347
6383	NEUTRAL	4.05307731
6384	NEUTRAL	3.99900546
6388	NEUTRAL	4.15839648
6389	CONTRADICTION	3.99323782
6391	NEUTRAL	2.89801485
6393	NEUTRAL	3.07050217
6398	ENTAILMENT	4.88606258
6399	NEUTRAL	4.35047713
6400	ENTAILMENT	4.56704824
6401	NEUTRAL	4.5408047
6403	NEUTRAL	4.33372961
6406	NEUTRAL	4.14757237
6408	NEUTRAL	4.25571286
6409	NEUTRAL	3.91284615
6410	NEUTRAL	3.74914551
6413	NEUTRAL	3.66896596
6414	NEUTRAL	3.76221856
6415	ENTAILMENT	4.62784745
6416	CONTRADICTION	3.70172228
6418	NEUTRAL	4.44442835
6422	NEUTRAL	3.37940923
6425	NEUTRAL	3.76090744
6427	CONTRADICTION	4.60356665
6428	NEUTRAL	4.65245012
6430	ENTAILMENT	4.39332203
6431	NEUTRAL	4.04135352
6433	NEUTRAL	4.13084576
6435	CONTRADICTION	3.5600075
6436	NEUTRAL	4.08396391
6437	NEUTRAL	4.60751871
6438	NEUTRAL	4.0659968
6439	NEUTRAL	4.53204127
6440	NEUTRAL	4.22924268
6441	NEUTRAL	4.27259499
6442	NEUTRAL	3.72995342
6445	NEUTRAL	4.22266838
6446	ENTAILMENT	4.72134096
6449	NEUTRAL	3.64647565
6451	ENTAILMENT	4.33101238
6453	NEUTRAL	3.84717307
6455	CONTRADICTION	2.65789565
6456	NEUTRAL	3.91050838
6457	NEUTRAL	4.59495185
6459	NEUTRAL	4.75904375
6461	NEUTRAL	4.46207506
6462	NEUTRAL	3.40922587
6464	NEUTRAL	3.44330216
6465	NEUTRAL	3.8690755
6466	NEUTRAL	3.15558956
6472	NEUTRAL	4.23986993
6473	NEUTRAL	3.30538318
6474	ENTAILMENT	4.02763821
6475	NEUTRAL	3.96326418
6476	ENTAILMENT	4.20239205
6479	ENTAILMENT	4.70855706
6481	ENTAILMENT	4.15966823
6483	ENTAILMENT	4.28992647
6484	CONTRADICTION	2.94054317
6485	ENTAILMENT	4.28726904
6486	NEUTRAL	4.7555403
6487	NEUTRAL	4.57769149
6490	NEUTRAL	2.91284701
6492	NEUTRAL	2.82352838
6493	NEUTRAL	2.54818996
6494	NEUTRAL	2.63117545
6498	NEUTRAL	4.31053008
6501	NEUTRAL	3.60339033
6502	NEUTRAL	4.16540388
6503	NEUTRAL	3.91589731
6504	NEUTRAL	2.94201006
6505	NEUTRAL	3.45327705
6507	CONTRADICTION	3.94199246
6509	NEUTRAL	4.11144376
6512	NEUTRAL	3.55573603
6515	NEUTRAL	3.66429806
6516	CONTRADICTION	4.07459093
6518	ENTAILMENT	4.50574457
6519	NEUTRAL	4.16731002
6520	NEUTRAL	2.40689979
6522	NEUTRAL	3.89071806
6523	CONTRADICTION	3.77206721
6524	NEUTRAL	3.70866373
6525	NEUTRAL	4.47341742
6526	ENTAILMENT	4.00670484
6528	CONTRADICTION	4.14372416
6530	NEUTRAL	3.43900805
6533	NEUTRAL	2.81698189
6534	NEUTRAL	3.65055961
6537	ENTAILMENT	4.79730096
6538	CONTRADICTION	3.84768737
6541	ENTAILMENT	4.60142279
6542	CONTRADICTION	3.84839412
6547	CONTRADICTION	4.00818157
6551	NEUTRAL	4.28016616
6553	CONTRADICTION	3.34697134
6556	NEUTRAL	3.02362807
6560	NEUTRAL	3.71373251
6561	NEUTRAL	3.08926781
6562	NEUTRAL	2.54045305
6564	NEUTRAL	4.84373962
6570	NEUTRAL	2.77211655
6571	NEUTRAL	3.57585142
6573	NEUTRAL	3.12759958
6574	NEUTRAL	3.50087722
6581	NEUTRAL	4.61248733
6583	ENTAILMENT	4.4644399
6585	NEUTRAL	1.97877749
6586	NEUTRAL	4.64216886
6587	NEUTRAL	4.52537026
6594	NEUTRAL	3.96526605
6596	CONTRADICTION	4.12003592
6601	NEUTRAL	3.78952468
6602	ENTAILMENT	4.18927767
6608	NEUTRAL	3.97506106
6609	CONTRADICTION	3.23837092
6611	NEUTRAL	4.85643986
6612	CONTRADICTION	4.66171802
6613	ENTAILMENT	4.29161754
6616	NEUTRAL	3.49406348
6621	CONTRADICTION	4.17137479
6622	NEUTRAL	4.4316602
6623	CONTRADICTION	3.88477644
6624	NEUTRAL	3.79586077
6627	NEUTRAL	2.76750155
6628	NEUTRAL	3.62683101
6629	NEUTRAL	4.36531852
6630	CONTRADICTION	3.91307796
6633	CONTRADICTION	3.36536343
6636	NEUTRAL	3.78721275
6637	NEUTRAL	3.3519407
6639	NEUTRAL	3.82541582
6641	CONTRADICTION	4.36013015
6642	NEUTRAL	4.80588328
6643	ENTAILMENT	4.91455875
6645	NEUTRAL	4.47044329
6650	NEUTRAL	3.36742805
6651	ENTAILMENT	4.10292813
6652	NEUTRAL	3.91945145
6653	ENTAILMENT	4.06858582
6654	NEUTRAL	2.56453404
